year,make,model,title,price,currency,priceGBP,sold,date,estimateLow,estimateHigh
2007,BMW,Alpina B6 Convertible,2007 BMW Alpina B6 Convertible,59800,GBP,59800,true,2024-12-12,,
1993,BMW,530i V8,1993 BMW 530i V8,3136,GBP,3136,true,2024-12-10,,
1997,BMW,Z3 1.9,1997 BMW Z3 1.9,3565,GBP,3565,true,2024-12-07,,
1958,BMW,Isetta 300,1958 BMW Isetta 300,20900,USD,16511,true,2024-12-05,,
2002,BMW,Z3 1.9,2002 BMW Z3 1.9,690,GBP,690,true,2024-12-07,,
2007,BMW,Z4,2007 BMW Z4,1417,GBP,1417,true,2024-12-07,,
2001,BMW,330 Ci,2001 BMW 330 Ci,1417,GBP,1417,true,2024-12-07,,
1972,BMW,2002 Cabriolet Baur,1972 BMW 2002 Cabriolet Baur,9675,GBP,9675,true,2024-12-07,,
1972,BMW,2002 tii,1972 BMW 2002 tii,27500,GBP,27500,true,2024-12-07,,
1999,BMW,318i SE,1999 BMW 318i SE,590,GBP,590,true,2024-12-07,,
1999,BMW,318i Cabriolet,1999 BMW 318i Cabriolet,790,GBP,790,true,2024-12-07,,
1987,BMW,520,1987 BMW 520,640,GBP,640,true,2024-12-07,,
1987,BMW,525e Lux,1987 BMW 525e Lux,7750,GBP,7750,true,2024-12-07,,
1995,BMW,525 tds,1995 BMW 525 tds,1150,GBP,1150,true,,,
2004,BMW,325 Ci Sport Convertible,2004 BMW 325 Ci Sport Convertible,2912,GBP,2912,true,,,
1955,BMW,501 A,1955 BMW 501 A,45920,EUR,39491,true,,,
1954,BMW,501 B,1954 BMW 501 B,2800,EUR,2408,true,,,
2008,BMW,320i,2008 BMW 320i,5040,EUR,4334,true,,,
1961,BMW,Isetta 250,1961 BMW Isetta 250,13440,EUR,11558,true,,,
2003,BMW,Alpina Roadster V8,2003 BMW Alpina Roadster V8,410000,USD,323900,true,2024-12-01,,
1991,BMW,325i Convertible,1991 BMW 325i Convertible,18300,EUR,15738,true,2024-12-01,,
1963,BMW,700 CS Coupe,1963 BMW 700 CS Coupe,15856,GBP,15856,true,2024-11-27,,
1972,BMW,3.0 CSA,1972 BMW 3.0 CSA,27500,GBP,27500,false,2024-11-27,25000,30000
1999,BMW,318i Convertible,1999 BMW 318i Convertible,880,GBP,880,true,2024-11-27,,
1987,BMW,520i Lux,1987 BMW 520i Lux,7202,GBP,7202,true,2024-11-27,,
1999,BMW,528i SE,1999 BMW 528i SE,1870,GBP,1870,true,2024-11-27,,
1960,BMW,Isetta,1960 BMW Isetta,9030,GBP,9030,true,2024-11-27,,
2003,BMW,M3,2003 BMW M3,9000,GBP,9000,false,2024-11-27,8000,10000
2004,BMW,M3,2004 BMW M3,4945,GBP,4945,true,2024-11-27,,
1999,BMW,Z3,1999 BMW Z3,2526,GBP,2526,true,2024-11-27,,
2000,BMW,Z3,2000 BMW Z3,1320,GBP,1320,true,2024-11-27,,
1995,BMW,840 Ci,1995 BMW 840 Ci,7417,GBP,7417,true,2024-11-27,,
2001,BMW,728,2001 BMW 728,3332,GBP,3332,true,2024-11-27,,
1972,BMW,3.0 CS,1972 BMW 3.0 CS,49500,GBP,49500,true,2024-11-27,,
1986,BMW,518i Alpina B9 3.5 Evocation,1986 BMW 518i Alpina B9 3.5 Evocation,8000,GBP,8000,false,2024-11-27,7500,8500
1987,BMW,525i,1987 BMW 525i,9225,GBP,9225,true,2024-11-27,,
1986,BMW,735i,1986 BMW 735i,13500,GBP,13500,false,2024-11-27,12000,15000
2004,BMW,M3 Convertible,2004 BMW M3 Convertible,13500,GBP,13500,false,2024-11-27,12000,15000
1983,BMW,628 CSi,1983 BMW 628 CSi,10125,GBP,10125,true,2024-11-27,,
1988,BMW,735i,1988 BMW 735i,1912,GBP,1912,true,2024-11-24,,
1995,BMW,840 Ci,1995 BMW 840 Ci,7000,GBP,7000,false,2024-11-24,6000,8000
1986,BMW,635 CSi,1986 BMW 635 CSi,9562,GBP,9562,true,2024-11-24,,
1988,BMW,635 CSi,1988 BMW 635 CSi,7594,GBP,7594,true,2024-11-24,,
2006,BMW,Alpina Roadster S,2006 BMW Alpina Roadster S,6188,GBP,6188,true,2024-11-24,,
2003,BMW,M3 Convertible,2003 BMW M3 Convertible,12938,GBP,12938,true,2024-11-24,,
2000,BMW,Z3M Coupe,2000 BMW Z3M Coupe,16875,GBP,16875,true,2024-11-24,,
2006,BMW,Alpina B5,2006 BMW Alpina B5,6188,GBP,6188,true,2024-11-24,,
1992,BMW,325i Convertible,1992 BMW 325i Convertible,22880,GBP,22880,true,2024-11-23,,
1998,BMW,M3 Evolution,1998 BMW M3 Evolution,16588,GBP,16588,true,2024-11-23,,
1998,BMW,M3 Evolution Convertible,1998 BMW M3 Evolution Convertible,17000,GBP,17000,true,2024-11-23,,
1989,BMW,M635 CSi,1989 BMW M635 CSi,32604,GBP,32604,true,2024-11-23,,
1999,BMW,Z3,1999 BMW Z3,4290,GBP,4290,true,2024-11-23,,
2003,BMW,Z4 3.0,2003 BMW Z4 3.0,4862,GBP,4862,true,2024-11-23,,
1937,BMW,326 Roadster,1937 BMW 326 Roadster,184000,EUR,158240,true,2024-11-23,,
1937,BMW,328 Sport Cabriolet,1937 BMW 328 Sport Cabriolet,350000,EUR,301000,true,2024-11-23,,
1937,BMW,328 Roadster,1937 BMW 328 Roadster,477500,EUR,410650,true,2024-11-23,,
1939,BMW,328 'Special Competition' Roadster,1939 BMW 328 'Special Competition' Roadster,286250,EUR,246175,true,2024-11-23,,
1952,BMW,501 - 6,1952 BMW 501 - 6,48300,EUR,41538,true,2024-11-23,,
1953,BMW,501 - 6,1953 BMW 501 - 6,40250,EUR,34615,true,2024-11-23,,
1955,BMW,502 Coupe,1955 BMW 502 Coupe,207000,EUR,178020,true,2024-11-23,,
1962,BMW,700 Sport Coupe,1962 BMW 700 Sport Coupe,43700,EUR,37582,true,2024-11-23,,
1972,BMW,3.0 CSL,1972 BMW 3.0 CSL,100625,EUR,86538,true,2024-11-23,,
1963,BMW,3200 CS,1963 BMW 3200 CS,59800,EUR,51428,true,2024-11-23,,
1979,BMW,M1 'Exclusiv by Walter Maurer',1979 BMW M1 'Exclusiv by Walter Maurer',477500,EUR,410650,true,2024-11-23,,
1988,BMW,M3,1988 BMW M3,86250,EUR,74175,true,2024-11-23,,
2005,BMW,M6,2005 BMW M6,36800,EUR,31648,true,2024-11-23,,
2000,BMW,Z8,2000 BMW Z8,189750,EUR,163185,true,2024-11-23,,
1995,BMW,850 Ci,1995 BMW 850 Ci,46000,EUR,39560,true,2024-11-23,,
1933,BMW,3/20 AM 4 Saloon,1933 BMW 3/20 AM 4 Saloon,43700,EUR,37582,true,2024-11-23,,
1965,BMW,1800 Ti/SA,1965 BMW 1800 Ti/SA,120750,EUR,103845,true,2024-11-23,,
1939,BMW,327/28 Sport Cabriolet,1939 BMW 327/28 Sport Cabriolet,146625,EUR,126098,true,2024-11-23,,
1939,BMW,327/28 Sport Cabriolet,1939 BMW 327/28 Sport Cabriolet,172500,EUR,148350,true,2024-11-23,,
1935,BMW,315/1 Roadster,1935 BMW 315/1 Roadster,230000,EUR,197800,true,2024-11-23,,
1940,BMW,335 Cabriolet,1940 BMW 335 Cabriolet,184000,EUR,158240,true,2024-11-23,,
1983,BMW,Alpina B9 3.5 Coupe,1983 BMW Alpina B9 3.5 Coupe,69000,EUR,59340,true,2024-11-23,,
1999,BMW,Z3M Coupe,1999 BMW Z3M Coupe,21440,GBP,21440,true,,,
1996,BMW,320i,1996 BMW 320i,1950,GBP,1950,true,2024-11-16,,
1996,BMW,M3 Evolution,1996 BMW M3 Evolution,12147,GBP,12147,true,2024-11-16,,
2001,BMW,Z3,2001 BMW Z3,1450,GBP,1450,true,2024-11-16,,
2005,BMW,630i,2005 BMW 630i,2050,GBP,2050,true,2024-11-16,,
2005,BMW,630i,2005 BMW 630i,3850,GBP,3850,true,2024-11-16,,
2004,BMW,645 Ci,2004 BMW 645 Ci,1650,GBP,1650,true,2024-11-16,,
2004,BMW,330 Cd Sport,2004 BMW 330 Cd Sport,2050,GBP,2050,true,2024-11-16,,
